Approximate Location,Poverty,PM2.5,Asthma,Area Type
Los Angeles,62.6,12.25164028,76.1,Inner LA
Compton,43.5,12.25258001,86.77,Inner LA
Compton,56.8,12.21666021,114.33,Inner LA
Los Angeles,71.7,12.57687534,65.53,Inner LA
Los Angeles,51.5,12.0660607,64.77,Inner LA
South El Monte,61.1,12.00416809,65.92,Inner LA
Los Angeles,73.5,12.0902374,129.2,Inner LA
Los Angeles,68.6,12.09940492,68.48,Inner LA
Los Angeles,71.9,12.15802236,72.02,Inner LA
El Monte,43.5,11.94103408,60.57,Inner LA
Los Angeles,57.5,12.14495497,84.75,Inner LA
Los Angeles,58.9,12.41537427,51.49,Inner LA
Los Angeles,82.3,12.27407804,76.1,Inner LA
Los Angeles,44.5,12.25156535,134.16,Inner LA
South Gate,40.1,12.04869771,50.83,Inner LA
Los Angeles,63.4,11.2284956,77.81,Inner LA
Los Angeles,63.7,12.0998549,113.88,Inner LA
Florence-Graham,53.4,12.07139901,101.27,Inner LA
Los Angeles,44.3,12.06226955,70.46,Inner LA
Long Beach,57.6,12.4277485,84.23,Inner LA
Commerce,50.1,12.15074524,56.57,Inner LA
Compton,54.7,12.21728053,92.82,Inner LA
Bell Gardens,80.1,12.02968272,54.25,Inner LA
East Los Angeles,56.4,12.21812171,62.39,Inner LA
Los Angeles,86.9,12.0688233,136.47,Inner LA
Los Angeles,66.5,12.07407493,110.5,Inner LA
Los Angeles,66.8,12.55763366,79.94,Inner LA
Compton,54.8,12.15347903,95.67,Inner LA
Los Angeles,65.4,12.84192716,81.13,Inner LA
Los Angeles,52.7,12.05259566,113.88,Inner LA
Los Angeles,46.1,11.84882762,88.26,Inner LA
Bell Gardens,61.9,12.02968272,54.25,Inner LA
Willowbrook,61.4,12.09535727,120.42,Inner LA
West Rancho Dominguez,45.9,12.11292708,121.6,Inner LA
Bell,55.4,12.04351864,54.25,Inner LA
Bell Gardens,61.5,12.02588499,54.25,Inner LA
Los Angeles,48.6,12.29587676,77.98,Inner LA
Long Beach,56.9,12.50092519,94.42,Inner LA
Cudahy,47.1,12.06526369,43.15,Inner LA
Los Angeles,58.9,11.73680492,76.33,Inner LA
Los Angeles,61.2,12.14625901,113.45,Inner LA
Long Beach,37.7,12.78098946,88.49,Inner LA
Los Angeles,68.1,12.116733,113.88,Inner LA
Willowbrook,55.9,12.0701055,122.71,Inner LA
Los Angeles,56.0,11.70137136,103.61,Inner LA
Cudahy,57.9,12.03778507,46.98,Inner LA
Los Angeles,62.7,11.81424877,93.94,Inner LA
South El Monte,48.3,12.03688662,65.92,Inner LA
Los Angeles,60.8,12.25398221,76.1,Inner LA
Los Angeles,59.9,11.52566258,79.39,Inner LA
Commerce,45.6,12.14921007,50.87,Inner LA
Los Angeles,59.6,12.53587816,41.43,Inner LA
Long Beach,72.1,11.69108081,127.96,Inner LA
Long Beach,51.2,11.72604257,79.55,Inner LA
Los Angeles,68.1,12.13275518,113.88,Inner LA
Los Angeles,77.8,12.16800708,80.43,Inner LA
Los Angeles,50.1,11.94583615,99.57,Inner LA
Long Beach,38.8,12.07851936,94.42,Inner LA
Long Beach,66.2,12.07684795,68.25,Inner LA
Florence-Graham,67.6,12.136112,80.16,Inner LA
Los Angeles,60.3,12.15734144,69.35,Inner LA
Huntington Park,59.9,12.14111892,60.74,Inner LA
Los Angeles,69.8,12.06000567,86.23,Inner LA
Los Angeles,39.2,12.30827709,70.82,Inner LA
Glendale,53.8,11.87080549,65.09,Inner LA
Gardena,51.2,12.12237612,66.53,Inner LA
El Monte,62.6,11.96074742,65.92,Inner LA
Los Angeles,54.3,11.41126373,74.78,Inner LA
Los Angeles,58.9,12.45587973,65.4,Inner LA
Lynwood,48.9,12.04697253,67.6,Inner LA
Los Angeles,47.9,12.08174436,93.8,Inner LA
Baldwin Park,51.8,12.02600668,64.73,Inner LA
Los Angeles,64.1,12.116733,113.88,Inner LA
Los Angeles,61.9,12.0881206,125.21,Inner LA
Los Angeles,91.2,12.06544894,103.63,Inner LA
Long Beach,40.2,12.19282827,63.41,Inner LA
Los Angeles,40.1,11.43961966,69.64,Inner LA
Los Angeles,45.3,12.0964657,97.62,Inner LA
Los Angeles,64.2,12.47302993,51.48,Inner LA
Los Angeles,59.4,12.24094412,76.1,Inner LA
Lennox,64.5,12.04273571,60.33,Inner LA
East Los Angeles,60.1,12.18460314,60.62,Inner LA
Los Angeles,44.8,11.51838156,79.39,Inner LA
Los Angeles,75.2,12.06896138,103.63,Inner LA
Los Angeles,62.1,12.14625901,76.06,Inner LA
Florence-Graham,62.9,12.15052197,80.16,Inner LA
Unincorporated Los Angeles County area,50.5,12.06089249,57.93,Outer LA
Long Beach,62.6,11.70661336,104.11,Inner LA
South El Monte,52.1,12.03999382,65.92,Inner LA
Los Angeles,49.1,12.97004897,60.2,Inner LA
Florence-Graham,70.6,12.15052197,80.16,Inner LA
El Monte,52.4,11.99797143,65.48,Inner LA
Bell Gardens,62.6,12.0818703,54.25,Inner LA
Glendale,41.3,11.87080549,67.87,Inner LA
El Monte,51.0,11.93241395,51.4,Inner LA
Los Angeles,50.1,12.13197187,81.43,Inner LA
Los Angeles,63.6,12.11496733,113.88,Inner LA
South Gate,32.0,12.03418998,52.53,Inner LA
Los Angeles,65.8,12.10418364,78.89,Inner LA
Pomona,42.8,12.44092467,66.68,Inner LA
South Gate,44.1,12.062437,44.43,Inner LA
Los Angeles,63.0,12.70828375,77.42,Inner LA
Huntington Park,48.3,12.10088367,54.0,Inner LA
Compton,61.4,12.12536191,110.96,Inner LA
Glendale,44.4,11.787489,34.9,Inner LA
Compton,63.2,12.08913112,82.3,Inner LA
Los Angeles,62.8,12.41775036,60.33,Inner LA
West Athens,58.4,12.10553008,124.26,Inner LA
Los Angeles,53.8,12.30827709,55.5,Inner LA
Compton,64.1,12.08865447,81.13,Inner LA
Compton,33.2,12.11120264,118.7,Inner LA
Los Angeles,62.8,12.21219619,67.0,Inner LA
East Rancho Dominguez,54.9,12.12382492,95.62,Inner LA
Los Angeles,54.0,12.09974001,105.63,Inner LA
Long Beach,65.6,11.70661336,119.54,Inner LA
Florence-Graham,60.7,12.15277014,73.85,Inner LA
Los Angeles,44.3,11.99025794,109.5,Inner LA
Compton,55.9,12.10598268,95.67,Inner LA
Los Angeles,44.7,11.56904887,67.5,Inner LA
Los Angeles,61.0,12.15277014,69.72,Inner LA
Lynwood,59.2,12.03711727,67.87,Inner LA
Inglewood,50.6,11.92992332,92.39,Inner LA
Los Angeles,55.1,11.80687777,109.67,Inner LA
Los Angeles,55.2,12.25496306,76.1,Inner LA
East Los Angeles,47.9,12.15638623,66.37,Inner LA
Los Angeles,62.7,12.10765122,66.83,Inner LA
Los Angeles,65.2,12.10169951,119.22,Inner LA
Pomona,54.4,12.75120791,67.92,Inner LA
Los Angeles,58.9,11.77535951,76.33,Inner LA
Long Beach,64.5,11.70376562,128.01,Inner LA
Los Angeles,64.5,12.33647073,45.67,Inner LA
Compton,63.4,12.09830951,131.07,Inner LA
Paramount,58.0,12.14364358,52.77,Inner LA
Los Angeles,63.6,12.09940492,69.72,Inner LA
El Monte,51.4,11.99426857,48.95,Inner LA
Los Angeles,52.3,11.96234496,141.59,Inner LA
Los Angeles,65.0,11.84362669,74.24,Inner LA
Lennox,47.2,12.01108536,59.03,Inner LA
Maywood,42.8,12.07819852,51.32,Inner LA
East Los Angeles,33.1,12.20229619,56.55,Inner LA
El Monte,61.4,11.89284869,45.36,Inner LA
Los Angeles,55.7,11.85390933,75.59,Inner LA
Los Angeles,61.7,12.0941273,91.05,Inner LA
Los Angeles,56.1,11.98082094,65.4,Inner LA
Los Angeles,46.5,12.08262759,57.11,Inner LA
Florence-Graham,57.4,12.09489677,75.3,Inner LA
Florence-Graham,68.9,12.136112,72.22,Inner LA
South El Monte,46.4,12.00257511,65.92,Inner LA
Los Angeles,61.1,12.07407493,90.26,Inner LA
Cudahy,67.7,12.03133345,54.25,Inner LA
Los Angeles,53.2,13.26241232,56.77,Inner LA
Los Angeles,68.0,11.99843255,100.68,Inner LA
South Gate,28.5,12.03321154,40.75,Inner LA
Long Beach,50.5,12.25666707,94.42,Inner LA
Florence-Graham,52.6,12.07274542,72.41,Inner LA
Lynwood,66.5,12.08913112,63.03,Inner LA
Los Angeles,58.4,13.32985065,30.75,Inner LA
Los Angeles,27.6,12.11872262,75.78,Inner LA
Los Angeles,51.9,12.7350876,52.95,Inner LA
Lynwood,46.9,12.06300382,65.97,Inner LA
Bell Gardens,56.1,12.02588499,52.71,Inner LA
Los Angeles,43.9,11.28546472,81.71,Inner LA
Los Angeles,67.5,12.06896138,103.63,Inner LA
Los Angeles,66.1,11.23023082,66.35,Inner LA
Los Angeles,63.1,11.68435272,109.67,Inner LA
Los Angeles,63.8,11.99449266,50.48,Inner LA
El Monte,56.1,12.11875988,61.82,Inner LA
Florence-Graham,64.4,12.12263212,80.16,Inner LA
Long Beach,57.2,11.67703568,74.82,Inner LA
East Los Angeles,39.8,12.13544749,56.8,Inner LA
Bell,59.9,12.01972823,54.25,Inner LA
Los Angeles,78.5,12.11496733,113.88,Inner LA
Bell Gardens,58.8,12.00080859,47.15,Inner LA
South Gate,56.7,12.07030248,52.53,Inner LA
Baldwin Park,34.4,11.95834831,66.86,Inner LA
Los Angeles,62.2,12.22607702,81.7,Inner LA
El Monte,51.8,12.04991184,73.28,Inner LA
Long Beach,52.2,11.70913172,91.0,Inner LA
Paramount,60.5,12.05769894,61.83,Inner LA
Los Angeles,30.7,11.50132407,79.39,Inner LA
Los Angeles,46.7,11.73890922,76.33,Inner LA
Los Angeles,60.2,12.11292708,144.54,Inner LA
Pomona,51.4,12.63844027,74.6,Inner LA
Los Angeles,53.3,11.97007108,98.16,Inner LA
Los Angeles,70.4,12.17492801,81.54,Inner LA
West Whittier-Los Nietos,31.5,12.14573075,54.29,Inner LA
Avocado Heights,36.0,12.07676548,48.99,Inner LA
Los Angeles,45.1,12.23722675,45.61,Inner LA
Maywood,40.3,12.12538715,47.78,Inner LA
Compton,37.7,12.14085089,96.18,Inner LA
Los Angeles,61.8,12.13275518,113.88,Inner LA
Los Angeles,54.5,11.66349226,103.61,Inner LA
Los Angeles,71.7,12.21219619,69.72,Inner LA
Los Angeles,57.7,12.15802236,69.72,Inner LA
Willowbrook,65.8,12.10051881,66.54,Inner LA
Montebello,59.4,12.15638315,45.64,Inner LA
Los Angeles,66.6,12.70430833,59.14,Inner LA
Los Angeles,64.3,12.0125659,89.86,Inner LA
South Gate,51.7,12.06544894,52.53,Inner LA
Los Angeles,41.8,12.19449024,55.51,Inner LA
Los Angeles,65.9,11.4259185,74.78,Inner LA
Florence-Graham,58.9,12.08538401,94.66,Inner LA
Los Angeles,69.0,12.63753163,81.34,Inner LA
Florence-Graham,51.7,12.06217904,103.63,Inner LA
Los Angeles,41.2,11.85097115,78.02,Inner LA
El Monte,64.1,12.03649159,68.46,Inner LA
Los Angeles,64.3,12.0688233,85.34,Inner LA
Los Angeles,61.6,11.8087939,73.77,Inner LA
Florence-Graham,54.5,12.12263212,80.16,Inner LA
El Monte,54.6,11.89284869,64.3,Inner LA
Commerce,32.6,12.22974497,52.04,Inner LA
Los Angeles,57.9,12.09235616,108.79,Inner LA
Long Beach,42.5,11.99002053,78.42,Inner LA
Compton,56.7,12.10598268,95.67,Inner LA
East Los Angeles,48.4,12.15909476,56.8,Inner LA
Los Angeles,40.1,11.91465003,99.57,Inner LA
East Los Angeles,40.8,12.27012997,72.44,Inner LA
Los Angeles,62.8,11.97286678,74.12,Inner LA
Los Angeles,80.8,12.08083341,41.22,Inner LA
Glendale,57.1,11.80374462,43.54,Inner LA
South Gate,52.2,12.06544894,52.53,Inner LA
Bell Gardens,59.1,12.00080859,46.84,Inner LA
Los Angeles,61.9,12.87564539,30.75,Inner LA
Los Angeles,67.6,12.08083341,53.6,Inner LA
Montebello,56.4,12.19858018,57.34,Inner LA
Los Angeles,50.6,11.6846695,109.67,Inner LA
East Los Angeles,53.7,12.05688492,72.44,Inner LA
Los Angeles,69.7,12.09845951,69.72,Inner LA
Long Beach,41.5,12.38808685,85.11,Inner LA
Paramount,56.1,12.0879027,61.83,Inner LA
Huntington Park,44.3,12.03943263,60.66,Inner LA
Industry,35.4,12.04124577,48.99,Inner LA
East Los Angeles,54.7,12.12011834,45.48,Inner LA
Lynwood,36.8,12.08997374,67.87,Inner LA
Compton,46.6,12.12536191,102.85,Inner LA
Los Angeles,67.7,12.0941273,99.07,Inner LA
Los Angeles,71.6,12.00225165,69.72,Inner LA
Azusa,37.7,11.46729707,71.92,Inner LA
Long Beach,85.4,11.69431502,79.55,Inner LA
Los Angeles,66.1,12.00225165,69.59,Inner LA
Paramount,49.9,12.09151255,55.62,Inner LA
Los Angeles,55.7,12.0084908,100.68,Inner LA
Bell,57.5,12.05553415,54.25,Inner LA
Los Angeles,73.4,12.09940492,69.72,Inner LA
Los Angeles,66.3,12.10418364,74.29,Inner LA
West Rancho Dominguez,57.8,12.11029674,79.8,Inner LA
Los Angeles,57.1,12.87564539,30.75,Inner LA
Los Angeles,66.3,12.0527736,69.72,Inner LA
Los Angeles,70.5,11.86110213,87.77,Inner LA
Los Angeles,73.7,12.09845951,69.72,Inner LA
Los Angeles,27.6,11.67857435,93.94,Inner LA
Los Angeles,93.2,12.39952871,83.69,Inner LA
Los Angeles,45.6,11.52481034,48.94,Inner LA
Los Angeles,42.2,12.05932002,65.65,Inner LA
Pomona,64.4,12.88889973,81.58,Inner LA
Long Beach,63.3,11.70376562,128.01,Inner LA
Pomona,46.1,12.69293611,87.89,Inner LA
Los Angeles,34.8,11.94222572,65.4,Inner LA
Hacienda Heights,40.3,12.13820885,46.16,Inner LA
Los Angeles,37.4,11.50541661,68.8,Inner LA
Cudahy,64.0,12.03639575,54.25,Inner LA
Los Angeles,71.8,12.35408718,79.97,Inner LA
Los Angeles,44.3,11.40523782,70.54,Inner LA
Los Angeles,58.0,12.09514285,86.16,Inner LA
Long Beach,53.0,11.78613452,79.55,Inner LA
Compton,40.2,12.18773918,122.52,Inner LA
Los Angeles,63.8,11.90037867,58.73,Inner LA
Los Angeles,22.4,11.410504,81.71,Inner LA
Los Angeles,50.6,11.55022293,62.98,Inner LA
Compton,23.1,12.13075961,120.27,Inner LA
Inglewood,27.7,12.11407435,87.64,Inner LA
Willowbrook,57.5,12.09745122,131.07,Inner LA
Pomona,54.0,12.71142454,74.43,Inner LA
South Gate,39.6,12.04753502,52.53,Inner LA
Los Angeles,72.4,12.0527736,69.72,Inner LA
Los Angeles,48.6,11.3752253,81.71,Inner LA
Los Angeles,35.5,11.44347884,81.71,Inner LA
El Monte,59.0,12.00258505,65.92,Inner LA
Los Angeles,70.2,11.72966207,76.33,Inner LA
Paramount,44.7,12.04480755,50.24,Inner LA
Los Angeles,56.2,12.08962673,95.33,Inner LA
Los Angeles,44.9,11.50595509,65.3,Inner LA
Los Angeles,77.4,11.30315023,81.71,Inner LA
South Whittier,41.3,11.92700646,58.17,Inner LA
Los Angeles,44.6,11.5297162,61.75,Inner LA
Gardena,35.5,12.00605839,67.34,Inner LA
West Rancho Dominguez,36.7,12.12642045,104.72,Inner LA
Los Angeles,43.5,11.46459884,81.71,Inner LA
Los Angeles,55.5,11.52811451,72.71,Inner LA
Los Angeles,64.3,12.01439591,70.0,Inner LA
West Whittier-Los Nietos,30.1,12.12818912,60.7,Inner LA
Pomona,51.5,12.91137126,72.7,Inner LA
Los Angeles,68.4,12.06000567,41.02,Inner LA
Los Angeles,49.3,12.09880174,97.9,Inner LA
Los Angeles,65.3,12.13275518,113.88,Inner LA
Los Angeles,46.4,11.32010666,81.71,Inner LA
Los Angeles,56.0,11.6676115,95.43,Inner LA
Long Beach,46.2,12.31736907,89.38,Inner LA
Los Angeles,59.1,11.51704283,52.8,Inner LA
Long Beach,44.3,11.70913172,90.98,Inner LA
East Los Angeles,57.1,12.28025039,56.8,Inner LA
Montebello,49.7,12.01818441,46.51,Inner LA
Los Angeles,57.7,12.33647073,55.72,Inner LA
Los Angeles,44.7,12.14261917,70.95,Inner LA
Los Angeles,65.2,11.97617641,52.96,Inner LA
Hawthorne,44.7,11.9852196,52.66,Inner LA
Los Angeles,41.3,11.94659663,112.71,Inner LA
Lennox,63.4,12.04273571,58.43,Inner LA
Los Angeles,56.1,12.63753163,81.34,Inner LA
Los Angeles,34.7,12.78250401,77.98,Inner LA
Hawthorne,27.7,12.10489415,74.62,Inner LA
Los Angeles,65.9,11.81424877,93.94,Inner LA
East Los Angeles,49.3,12.11496468,71.15,Inner LA
Glendale,35.6,11.81877691,39.08,Inner LA
Los Angeles,34.3,11.52590949,59.57,Inner LA
Los Angeles,47.3,11.49943551,67.69,Inner LA
Los Angeles,59.8,11.97007108,125.58,Inner LA
Huntington Park,50.1,12.14111892,60.74,Inner LA
Los Angeles,47.8,11.9612643,87.1,Inner LA
Los Angeles,53.8,12.06807983,69.72,Inner LA
Los Angeles,50.2,12.07586683,100.67,Inner LA
Los Angeles,65.7,12.12072526,83.78,Inner LA
Maywood,63.8,12.10196267,45.55,Inner LA
Florence-Graham,39.7,12.11083805,67.65,Inner LA
Los Angeles,66.4,12.70430833,59.14,Inner LA
Los Angeles,32.3,11.16595012,81.71,Inner LA
Los Angeles,39.8,14.03112587,83.59,Inner LA
South El Monte,55.5,12.04321516,65.92,Inner LA
South Gate,32.8,12.01769349,41.9,Inner LA
East Los Angeles,55.0,12.15909476,56.8,Inner LA
Los Angeles,43.8,11.94583615,99.57,Inner LA
Los Angeles,42.3,11.95828056,87.75,Inner LA
Pomona,69.0,12.53893681,78.05,Inner LA
Los Angeles,65.8,12.2587974,69.89,Inner LA
Inglewood,43.4,11.88139021,93.18,Inner LA
Gardena,39.0,12.09860815,87.73,Inner LA
Huntington Park,65.1,12.07802241,60.74,Inner LA
Los Angeles,55.9,12.05760637,79.65,Inner LA
Pomona,56.4,12.61296425,62.94,Inner LA
Carson,22.5,12.06694765,65.92,Inner LA
Los Angeles,60.9,12.10279177,56.78,Inner LA
Los Angeles,84.7,11.97864156,100.68,Inner LA
Maywood,43.7,12.11512207,48.68,Inner LA
El Monte,58.9,12.09259994,73.28,Inner LA
Los Angeles,57.1,12.0257337,69.72,Inner LA
Los Angeles,68.9,12.12072526,83.72,Inner LA
Los Angeles,41.1,11.20136625,63.82,Inner LA
Long Beach,45.9,11.68049659,79.55,Inner LA
Long Beach,34.7,11.95400971,90.76,Inner LA
Los Angeles,77.9,11.6143557,93.94,Inner LA
Los Angeles,62.3,12.41369527,57.54,Inner LA
Long Beach,62.0,11.70661336,112.45,Inner LA
Los Angeles,43.8,11.47988762,58.3,Inner LA
East Los Angeles,47.3,11.94428097,41.16,Inner LA
Los Angeles,43.8,11.03732681,63.98,Inner LA
Willowbrook,48.8,12.09745122,121.95,Inner LA
Lennox,58.2,11.96153339,52.43,Inner LA
Los Angeles,73.3,11.77397672,86.23,Inner LA
Carson,30.1,12.13159077,79.55,Inner LA
Los Angeles,45.0,11.5211534,72.66,Inner LA
Los Angeles,37.8,12.45587973,65.4,Inner LA
Santa Fe Springs,50.9,11.92528582,45.04,Inner LA
Los Angeles,59.3,12.21911535,55.72,Inner LA
Hawthorne,62.2,11.98467943,64.23,Inner LA
Los Angeles,83.9,12.35408718,51.01,Inner LA
Pico Rivera,37.7,11.97618142,57.49,Inner LA
Los Angeles,46.6,12.22285779,65.4,Inner LA
South Gate,63.4,12.07030248,50.79,Inner LA
Carson,43.7,11.96592116,62.08,Inner LA
La Puente,36.1,12.1482157,73.09,Inner LA
Unincorporated Los Angeles County area,23.8,12.33969717,76.74,Outer LA
East Los Angeles,56.1,12.05688492,49.86,Inner LA
Glendale,24.5,11.81591191,31.08,Inner LA
Carson,27.9,12.09359584,89.55,Inner LA
Los Angeles,50.2,11.80898265,58.09,Inner LA
Los Angeles,39.2,12.52185449,83.09,Inner LA
Los Angeles,55.6,12.00024046,89.86,Inner LA
Los Angeles,76.2,11.92854691,147.61,Inner LA
Norwalk,35.5,11.96438049,54.67,Inner LA
Baldwin Park,34.7,11.98060897,66.81,Inner LA
Lynwood,42.5,12.06700264,50.14,Inner LA
Los Angeles,58.7,11.89042569,60.42,Inner LA
Maywood,54.4,12.0576015,53.23,Inner LA
Los Angeles,46.7,11.63653858,85.01,Inner LA
Bell,44.0,12.02269432,54.25,Inner LA
Los Angeles,54.6,12.63753163,81.34,Inner LA
Los Angeles,66.8,12.35408718,79.97,Inner LA
Huntington Park,58.2,12.10088367,60.74,Inner LA
Los Angeles,54.9,12.08962673,81.21,Inner LA
Los Angeles,54.0,11.97864156,92.24,Inner LA
South Gate,52.9,12.07341395,44.0,Inner LA
Los Angeles,59.8,12.11505815,85.22,Inner LA
Compton,45.2,12.1101526,131.07,Inner LA
El Monte,53.6,12.00572463,47.03,Inner LA
Bell,60.4,12.05058662,48.65,Inner LA
Los Angeles,25.4,11.48523973,81.71,Inner LA
Los Angeles,46.9,11.98834506,78.24,Inner LA
Los Angeles,66.8,12.16525921,44.36,Inner LA
Westmont,66.9,12.08622848,125.58,Inner LA
Huntington Park,69.8,12.10088367,60.74,Inner LA
Compton,44.7,12.09532702,95.67,Inner LA
Los Angeles,57.2,12.10765122,69.72,Inner LA
West Whittier-Los Nietos,47.5,12.08570107,50.6,Inner LA
Los Angeles,69.4,11.97286678,92.68,Inner LA
Los Angeles,64.0,11.99843255,53.06,Inner LA
Los Angeles,67.0,11.86110213,93.94,Inner LA
Westmont,60.1,12.09365159,125.58,Inner LA
Los Angeles,74.6,12.10765122,69.72,Inner LA
Los Angeles,66.5,11.92854691,126.52,Inner LA
Los Angeles,57.5,11.32227028,86.35,Inner LA
Los Angeles,66.3,12.18410918,47.09,Inner LA
Los Angeles,58.6,11.67964041,93.94,Inner LA
Los Angeles,73.1,12.23163332,45.26,Inner LA
Los Angeles,47.5,11.40197774,81.71,Inner LA
Santa Fe Springs,18.6,12.06509568,55.19,Inner LA
Los Angeles,32.5,11.45562342,60.88,Inner LA
Los Angeles,66.0,12.05265861,69.72,Inner LA
Carson,34.1,12.07388982,64.79,Inner LA
Los Angeles,62.6,11.5211534,59.39,Inner LA
Huntington Park,54.8,12.10196267,38.7,Inner LA
Los Angeles,66.4,12.20870236,74.85,Inner LA
Industry,45.2,12.12906702,44.59,Inner LA
Huntington Park,53.6,12.05553415,45.6,Inner LA
Hawthorne,40.9,11.92187198,68.78,Inner LA
Unincorporated Los Angeles County area,27.7,11.99699602,65.92,Outer LA
Los Angeles,48.8,11.94419228,99.57,Inner LA
Compton,59.6,12.13622653,122.52,Inner LA
Los Angeles,58.2,11.77397672,82.29,Inner LA
Compton,56.8,12.13955642,95.67,Inner LA
Los Angeles,40.1,12.21911535,55.72,Inner LA
Bell Gardens,54.5,12.13853554,49.52,Inner LA
Carson,27.6,12.04103289,67.35,Inner LA
El Monte,47.4,12.00896355,73.28,Inner LA
La Puente,42.8,12.09913498,73.09,Inner LA
Inglewood,36.3,12.06540746,93.62,Inner LA
Los Angeles,79.3,12.23163332,51.7,Inner LA
Baldwin Park,48.0,11.87892599,66.86,Inner LA
Hacienda Heights,23.4,12.13187697,46.16,Inner LA
Los Angeles,45.2,12.43581973,77.98,Inner LA
Burbank,36.3,11.52107062,40.62,Inner LA
Baldwin Park,49.2,11.99923941,66.86,Inner LA
Walnut Park,50.2,12.06379023,47.79,Inner LA
Los Angeles,61.5,11.70137136,103.61,Inner LA
West Rancho Dominguez,32.5,12.09778921,48.02,Inner LA
Long Beach,64.4,11.66444496,71.3,Inner LA
Los Angeles,33.7,12.07289573,104.81,Inner LA
Los Angeles,49.9,12.31141865,51.17,Inner LA
El Monte,38.7,11.87831142,46.3,Inner LA
Huntington Park,65.7,12.14111892,60.74,Inner LA
Los Angeles,53.3,12.00979423,45.77,Inner LA
Burbank,47.0,11.77741792,28.26,Inner LA
Norwalk,25.1,12.11184692,46.47,Inner LA
Los Angeles,49.7,11.90677464,53.48,Inner LA
Carson,29.4,11.9802672,67.35,Inner LA
Los Angeles,67.6,12.10099038,43.91,Inner LA
Long Beach,54.2,11.70472748,116.42,Inner LA
Los Angeles,50.2,12.20870236,74.85,Inner LA
Los Angeles,50.5,11.97864156,91.04,Inner LA
Los Angeles,71.4,11.73113429,63.43,Inner LA
Los Angeles,50.3,12.09974001,88.19,Inner LA
Los Angeles,45.0,12.80327609,28.64,Inner LA
Pomona,49.9,12.31792977,77.93,Inner LA
Los Angeles,59.6,11.5297162,59.96,Inner LA
Los Angeles,45.0,11.77593619,109.67,Inner LA
Los Angeles,62.9,12.06807983,69.72,Inner LA
Inglewood,39.4,11.98293327,96.46,Inner LA
Lynwood,39.2,12.03711727,67.87,Inner LA
Pico Rivera,25.2,12.16873093,60.9,Inner LA
Los Angeles,50.7,12.55151073,72.5,Inner LA
Los Angeles,56.6,12.09491005,128.21,Inner LA
Los Angeles,16.3,12.05569133,54.47,Inner LA
Los Angeles,42.0,11.76743391,75.21,Inner LA
Los Angeles,37.7,12.08423947,52.24,Inner LA
Los Angeles,29.1,11.51882074,68.88,Inner LA
Glendale,60.5,11.83524467,55.33,Inner LA
Los Angeles,54.4,11.5987061,86.35,Inner LA
West Athens,13.9,12.13594907,109.77,Inner LA
Los Angeles,52.3,11.69875187,76.33,Inner LA
Los Angeles,22.1,11.50132407,69.14,Inner LA
Pomona,51.6,12.57603309,74.95,Inner LA
Los Angeles,63.7,11.96948377,100.68,Inner LA
Los Angeles,60.2,12.10983792,84.14,Inner LA
South San Jose Hills,39.2,12.19743435,61.89,Inner LA
Los Angeles,64.7,11.72966207,76.33,Inner LA
Pico Rivera,19.4,12.15287635,60.9,Inner LA
Los Angeles,55.7,11.87130723,56.51,Inner LA
East Los Angeles,54.6,12.11496468,72.44,Inner LA
Los Angeles,36.6,11.58425896,83.32,Inner LA
Los Angeles,67.1,12.15734144,69.72,Inner LA
Lynwood,37.2,12.06201946,55.77,Inner LA
Los Angeles,57.0,11.77593619,109.67,Inner LA
South Gate,50.1,12.05058449,52.53,Inner LA
Los Angeles,53.1,11.86110213,66.53,Inner LA
Los Angeles,33.4,11.49189975,74.78,Inner LA
Inglewood,55.7,11.91340435,93.09,Inner LA
Maywood,60.9,12.11512207,52.72,Inner LA
Los Angeles,36.8,12.0039133,61.72,Inner LA
Baldwin Park,38.3,11.90589977,57.56,Inner LA
Montebello,39.7,11.99952316,48.94,Inner LA
Los Angeles,72.6,12.0084908,50.62,Inner LA
Los Angeles,39.7,14.58823142,70.9,Inner LA
Los Angeles,75.2,12.20870236,74.85,Inner LA
Long Beach,59.0,11.75572268,80.67,Inner LA
Los Angeles,64.1,12.10279177,53.46,Inner LA
Los Angeles,49.1,11.61456405,66.18,Inner LA
Compton,40.0,12.08889755,83.19,Inner LA
Paramount,36.6,12.01081735,46.77,Inner LA
Hawaiian Gardens,48.9,11.67866576,53.8,Inner LA
El Monte,53.0,12.07216065,73.28,Inner LA
Gardena,36.8,11.9644351,68.64,Inner LA
Los Angeles,51.1,12.19527041,63.37,Inner LA
Los Angeles,69.8,12.23163332,60.46,Inner LA
Montebello,51.8,12.21276924,45.38,Inner LA
Hawthorne,18.9,12.11204085,77.83,Inner LA
Compton,50.1,12.13477891,122.52,Inner LA
Gardena,33.1,12.0858239,80.0,Inner LA
Los Angeles,42.2,12.19449024,40.48,Inner LA
Los Angeles,74.3,12.17561826,59.91,Inner LA
El Monte,35.7,12.02522411,64.61,Inner LA
Los Angeles,36.2,12.08174436,50.06,Inner LA
East Los Angeles,44.4,12.20456374,67.47,Inner LA
Los Angeles,37.4,12.52185449,69.4,Inner LA
Los Angeles,49.7,11.67746028,82.56,Inner LA
Los Angeles,59.3,11.64699806,90.8,Inner LA
Los Angeles,78.1,11.95061359,86.23,Inner LA
