Approximate Location,Poverty,PM2.5,Asthma,Area Type
South Whittier,38.6,11.95834844,49.72,Inner LA
Palmdale,59.2,7.517740005,125.16,Outer LA
Los Angeles,35.9,12.25891972,59.14,Inner LA
Norwalk,26.6,11.96563578,57.55,Inner LA
Los Angeles,20.8,11.70934701,80.14,Inner LA
Hawaiian Gardens,47.3,11.68002345,47.02,Inner LA
Industry,24.8,12.03229985,40.19,Inner LA
Alhambra,33.0,11.83922597,39.56,Inner LA
Los Angeles,42.9,11.13779234,77.15,Inner LA
San Fernando,31.4,11.08053704,80.64,Inner LA
South Monrovia Island,29.7,11.92162832,41.61,Inner LA
Downey,25.8,11.92158918,38.22,Inner LA
Los Angeles,51.8,12.04695849,40.82,Inner LA
Los Angeles,40.4,11.90677464,60.77,Inner LA
Unincorporated Los Angeles County area,10.5,11.9650108,56.32,Outer LA
Rosemead,34.8,11.77856947,38.43,Inner LA
South San Jose Hills,38.9,12.1202248,54.57,Inner LA
Los Angeles,62.1,12.12928682,34.81,Inner LA
Downey,15.7,12.17478332,33.83,Inner LA
Montebello,20.3,12.02366434,35.93,Inner LA
Los Angeles,50.7,12.05908901,41.85,Inner LA
Los Angeles,26.6,10.9951147,54.03,Inner LA
Los Angeles,36.0,12.06757527,29.07,Inner LA
Inglewood,30.0,12.04203201,99.35,Inner LA
Monrovia,32.2,11.8926537,46.9,Inner LA
Los Angeles,48.2,12.01439591,56.78,Inner LA
Rosemead,49.9,11.90909207,31.35,Inner LA
Los Angeles,13.1,11.96632968,45.8,Inner LA
Gardena,38.5,12.05073573,85.71,Inner LA
Los Angeles,38.9,11.8825333,43.77,Inner LA
Los Angeles,40.8,12.29318207,41.97,Inner LA
Long Beach,60.1,11.62534541,82.02,Inner LA
Los Angeles,18.4,11.91305485,132.05,Inner LA
Los Angeles,40.6,12.08445864,48.32,Inner LA
Los Angeles,45.5,11.64363901,47.69,Inner LA
Alhambra,46.4,11.96491784,36.6,Inner LA
Los Angeles,33.3,11.54238267,56.06,Inner LA
Pico Rivera,28.4,12.08826952,57.45,Inner LA
Hacienda Heights,28.6,12.10811905,46.16,Inner LA
Unincorporated Los Angeles County area,62.7,6.489228665,129.41,Outer LA
South Whittier,22.9,11.85366807,47.09,Inner LA
Rosemead,37.9,11.97713098,41.18,Inner LA
Long Beach,54.7,11.66802231,111.73,Inner LA
Glendale,36.8,11.80183487,30.96,Inner LA
Los Angeles,48.8,11.03348841,44.68,Inner LA
Pomona,28.6,12.96365923,63.93,Inner LA
Rosemead,47.9,11.93764971,41.18,Inner LA
Los Angeles,56.0,12.17561826,29.98,Inner LA
Los Angeles,30.5,11.90037867,46.36,Inner LA
Lawndale,35.8,11.99658497,67.69,Inner LA
San Gabriel,29.6,11.77450378,37.59,Inner LA
Rosemead,39.3,11.97713098,38.68,Inner LA
La Mirada,35.2,11.94009075,28.45,Inner LA
Carson,17.5,11.94113985,67.35,Inner LA
Los Angeles,34.4,12.02897507,52.8,Inner LA
Long Beach,62.4,11.65311866,82.09,Inner LA
Los Angeles,30.4,11.92925429,129.72,Inner LA
Pasadena,40.3,11.45244565,55.76,Inner LA
Los Angeles,21.9,11.74486853,34.49,Inner LA
Downey,35.9,12.17044162,52.31,Inner LA
Los Angeles,39.9,11.93780554,123.34,Inner LA
Long Beach,53.3,11.61841941,93.2,Inner LA
Glendale,35.3,11.76431624,32.7,Inner LA
Lakewood,14.4,11.81301379,123.15,Inner LA
Whittier,19.3,11.99522609,48.48,Inner LA
Los Angeles,48.5,11.82898336,45.42,Inner LA
Whittier,38.0,11.87584315,65.83,Inner LA
Hawthorne,45.9,12.06541253,54.38,Inner LA
Lakewood,42.2,11.69661028,41.48,Inner LA
Los Angeles,27.7,10.59569518,63.98,Inner LA
East Los Angeles,53.9,12.18849049,66.24,Inner LA
Pomona,24.8,12.46525139,71.97,Inner LA
Los Angeles,52.4,11.19241127,54.48,Inner LA
Los Angeles,46.1,12.08514397,36.18,Inner LA
Unincorporated Los Angeles County area,83.9,11.65549655,13.61,Outer LA
Los Angeles,21.8,11.59347741,51.81,Inner LA
Los Angeles,54.7,12.23190845,41.63,Inner LA
Los Angeles,36.6,11.64810526,63.43,Inner LA
Los Angeles,33.1,11.77891599,60.84,Inner LA
Carson,10.6,12.1614803,91.64,Inner LA
Long Beach,42.5,11.61841941,93.2,Inner LA
Hawthorne,38.5,12.05874567,77.65,Inner LA
Norwalk,27.3,11.95549388,49.0,Inner LA
Hacienda Heights,29.6,11.99756511,46.16,Inner LA
Pomona,29.3,12.72321352,64.64,Inner LA
Los Angeles,34.1,12.04695849,42.42,Inner LA
Los Angeles,37.2,11.65229752,103.61,Inner LA
Los Angeles,23.6,11.92169725,122.21,Inner LA
Alondra Park,21.9,11.94495667,62.79,Inner LA
Los Angeles,36.8,12.02644658,109.41,Inner LA
San Gabriel,50.7,11.82784269,32.15,Inner LA
Westmont,61.4,12.06489236,112.94,Inner LA
South Gate,29.2,12.04764057,50.93,Inner LA
Los Angeles,32.2,11.9334593,68.9,Inner LA
Los Angeles,43.3,11.92907459,63.37,Inner LA
Santa Monica,29.5,11.73422356,59.22,Inner LA
Bellflower,29.9,11.82252124,60.78,Inner LA
Pico Rivera,34.7,11.92860167,60.59,Inner LA
Long Beach,36.5,11.56132589,75.32,Inner LA
Citrus,41.5,11.8670759,56.36,Inner LA
Los Angeles,30.9,13.328001,62.36,Inner LA
Downey,31.1,12.05174502,40.17,Inner LA
Long Beach,13.3,11.60296908,99.74,Inner LA
San Gabriel,30.3,11.73873693,40.13,Inner LA
Los Angeles,35.1,11.70222472,22.8,Inner LA
Hawthorne,52.3,12.06541253,51.1,Inner LA
Los Angeles,68.0,12.10099038,28.1,Inner LA
Artesia,48.1,11.91444789,28.9,Inner LA
West Covina,16.1,12.02138466,56.32,Inner LA
Los Angeles,60.2,12.00979423,30.68,Inner LA
Los Angeles,25.2,12.53587816,26.46,Inner LA
Pico Rivera,36.9,12.01105817,59.16,Inner LA
Bellflower,23.3,11.825893,61.64,Inner LA
Inglewood,17.6,11.85656601,89.27,Inner LA
Santa Clarita,57.0,9.600230462,36.13,Outer LA
Los Angeles,33.8,11.86386022,52.98,Inner LA
Los Angeles,46.2,11.96568323,63.37,Inner LA
Alhambra,33.9,11.77094099,29.52,Inner LA
West Covina,23.4,12.07764139,50.29,Inner LA
Bellflower,51.3,11.9481473,61.64,Inner LA
San Gabriel,39.3,11.86900191,39.44,Inner LA
Downey,26.2,12.15364791,37.69,Inner LA
Los Angeles,29.7,12.83145517,68.17,Inner LA
Carson,28.8,11.97138796,67.35,Inner LA
West Covina,29.3,12.06869466,57.86,Inner LA
Pasadena,43.1,11.25833982,25.65,Inner LA
Los Angeles,38.6,12.21911535,41.95,Inner LA
La Mirada,18.5,11.98892325,37.42,Inner LA
South Gate,48.7,12.03324185,48.54,Inner LA
West Covina,28.7,12.1202248,36.54,Inner LA
Alhambra,39.7,11.67006296,37.65,Inner LA
Downey,25.5,11.98289749,41.57,Inner LA
Monrovia,28.8,11.87799737,48.78,Inner LA
Norwalk,30.6,12.04217149,47.04,Inner LA
Los Angeles,35.5,11.93699275,52.95,Inner LA
Los Angeles,31.4,12.60171498,59.55,Inner LA
Palmdale,41.7,7.845839415,97.14,Outer LA
Los Angeles,50.1,12.08158891,49.52,Inner LA
Los Angeles,56.0,11.8825333,25.4,Inner LA
Los Angeles,44.6,12.28627082,50.57,Inner LA
Duarte,28.8,11.7782415,57.14,Inner LA
Norwalk,33.0,11.90299857,57.55,Inner LA
Los Angeles,20.5,13.29586683,76.01,Inner LA
Signal Hill,28.8,11.57476591,34.55,Inner LA
Los Angeles,50.7,11.96568323,63.37,Inner LA
Los Angeles,45.8,11.52811451,37.89,Inner LA
Inglewood,24.3,12.11332221,73.51,Inner LA
Los Angeles,38.4,11.32230518,63.53,Inner LA
Los Angeles,24.9,11.73546463,52.33,Inner LA
Los Angeles,40.7,11.66569556,51.73,Inner LA
Rosemead,28.3,11.93236969,36.48,Inner LA
Los Angeles,25.6,10.45905335,50.4,Inner LA
La Verne,19.6,12.43020498,33.36,Inner LA
Los Angeles,50.5,11.66349226,103.61,Inner LA
Downey,27.5,12.15528894,31.59,Inner LA
Hawthorne,10.7,12.06312607,63.53,Inner LA
La Verne,31.0,12.48617746,35.1,Inner LA
Lawndale,40.8,11.91372433,65.36,Inner LA
Bellflower,45.1,11.93805962,53.47,Inner LA
Artesia,29.2,11.89366117,30.97,Inner LA
Los Angeles,55.6,12.10099038,29.06,Inner LA
Los Angeles,18.3,11.99828813,58.87,Inner LA
Temple City,33.8,11.77876176,27.26,Inner LA
Alhambra,43.0,11.85129966,21.08,Inner LA
Los Angeles,28.1,11.17287637,52.6,Inner LA
Hawthorne,43.4,12.06541253,77.65,Inner LA
Los Angeles,44.1,10.88563321,63.98,Inner LA
Los Angeles,37.5,11.49946691,42.89,Inner LA
Downey,21.5,12.06771641,48.68,Inner LA
Covina,34.4,12.11454487,74.1,Inner LA
Los Angeles,46.3,11.51474422,41.36,Inner LA
Inglewood,26.7,12.10856935,85.19,Inner LA
Montebello,23.6,12.2207944,57.34,Inner LA
Los Angeles,41.4,11.84082938,55.74,Inner LA
Los Angeles,24.2,10.92587915,63.98,Inner LA
Pomona,53.8,12.6367597,74.95,Inner LA
Los Angeles,31.2,11.77486462,31.87,Inner LA
Los Angeles,29.8,11.5294955,42.48,Inner LA
Los Angeles,46.3,11.77745707,47.69,Inner LA
Santa Monica,30.6,11.72139398,61.96,Inner LA
Hawthorne,43.0,12.05874567,77.65,Inner LA
Alhambra,44.5,11.67590961,39.56,Inner LA
Rosemead,65.8,11.97713098,35.94,Inner LA
Alhambra,42.7,11.964271,30.58,Inner LA
Lancaster,32.2,7.524445823,138.98,Outer LA
Paramount,42.8,12.01081735,34.98,Inner LA
Los Angeles,33.5,11.66867744,35.21,Inner LA
Los Angeles,43.3,11.7957642,42.6,Inner LA
Norwalk,26.6,11.9351668,39.36,Inner LA
Pasadena,50.1,11.31532488,34.19,Inner LA
Whittier,27.9,11.8738352,51.14,Inner LA
Burbank,22.3,11.54798796,40.67,Inner LA
Los Angeles,44.1,11.77745707,47.69,Inner LA
Bellflower,23.9,12.00051037,50.6,Inner LA
Los Angeles,45.3,11.99265418,43.46,Inner LA
Alhambra,38.5,11.67590961,39.56,Inner LA
Los Angeles,28.9,11.82283365,51.75,Inner LA
Los Angeles,47.1,11.98642408,34.99,Inner LA
West Whittier-Los Nietos,13.4,12.02689931,57.32,Inner LA
Carson,26.1,11.94368667,67.35,Inner LA
Los Angeles,16.7,11.7210889,67.94,Inner LA
Culver City,17.3,11.75041597,42.3,Inner LA
Glendale,29.3,11.77362275,30.96,Inner LA
Los Angeles,43.9,10.80754528,63.98,Inner LA
Los Angeles,26.9,11.24668191,63.98,Inner LA
Los Angeles,65.4,12.10099038,27.0,Inner LA
Santa Clarita,48.4,9.850480338,49.57,Outer LA
Duarte,21.7,11.59110318,46.71,Inner LA
Carson,21.3,12.14632002,89.45,Inner LA
Los Angeles,23.2,11.96632968,45.8,Inner LA
Los Angeles,34.0,12.16076534,38.99,Inner LA
Downey,16.1,12.1687175,34.65,Inner LA
Los Angeles,16.5,12.34764355,54.24,Inner LA
Carson,20.0,12.14345371,39.69,Inner LA
Walnut Park,36.5,12.05709531,56.81,Inner LA
Los Angeles,31.0,11.68696862,30.88,Inner LA
West Hollywood,34.7,11.79372492,27.26,Inner LA
Los Angeles,30.8,12.76048166,42.02,Inner LA
Los Angeles,10.4,11.76122625,80.35,Inner LA
Los Angeles,48.2,12.41048715,68.42,Inner LA
Lakewood,26.5,11.72749499,142.13,Inner LA
Los Angeles,46.6,12.04695849,40.06,Inner LA
Los Angeles,27.9,12.04220557,38.86,Inner LA
Monterey Park,33.9,12.04780528,39.59,Inner LA
Los Angeles,18.5,11.34325331,66.44,Inner LA
Carson,23.2,11.78762745,51.05,Inner LA
Los Angeles,27.9,11.14147063,43.21,Inner LA
Avocado Heights,18.3,12.0734786,38.09,Inner LA
Palmdale,54.3,7.662319503,116.62,Outer LA
Los Angeles,18.0,11.73778552,33.72,Inner LA
Los Angeles,18.4,12.11289442,35.69,Inner LA
South San Jose Hills,47.8,12.21273735,44.95,Inner LA
South Whittier,19.1,11.87983491,59.3,Inner LA
Los Angeles,21.5,11.53404464,26.16,Inner LA
Cerritos,14.5,11.92103135,38.96,Inner LA
Los Angeles,40.7,11.55914703,103.61,Inner LA
Los Angeles,34.2,11.96275337,78.95,Inner LA
Claremont,37.2,13.12312452,30.53,Inner LA
South Whittier,16.4,11.94497052,54.86,Inner LA
Baldwin Park,33.2,11.885902,66.86,Inner LA
Los Angeles,50.3,12.08514397,22.94,Inner LA
Los Angeles,25.0,12.08445864,42.51,Inner LA
Los Angeles,21.0,11.9625185,77.33,Inner LA
Los Angeles,24.9,12.54205752,30.75,Inner LA
Los Angeles,21.8,11.88815827,132.42,Inner LA
Los Angeles,16.1,12.61681879,46.6,Inner LA
Covina,17.1,11.91045218,57.17,Inner LA
Lancaster,43.8,7.448292093,154.07,Outer LA
Los Angeles,36.7,11.67101336,103.61,Inner LA
Glendale,18.4,11.77220627,48.43,Inner LA
Los Angeles,15.8,11.73440042,60.96,Inner LA
Burbank,24.0,11.71245026,30.68,Inner LA
Hacienda Heights,25.1,12.0075054,43.99,Inner LA
Palmdale,36.0,7.196020751,63.61,Outer LA
Los Angeles,51.3,12.10099038,34.81,Inner LA
Los Angeles,33.6,12.08445864,55.72,Inner LA
Los Angeles,19.7,11.93784179,70.35,Inner LA
West Covina,32.1,12.03825198,41.97,Inner LA
Inglewood,20.0,11.87102583,85.79,Inner LA
Downey,16.5,12.15532851,34.41,Inner LA
Valinda,23.3,12.14364495,50.12,Inner LA
Los Angeles,22.8,11.91664471,38.98,Inner LA
Torrance,18.8,11.93539635,58.83,Inner LA
Pasadena,30.8,11.44429789,53.64,Inner LA
Los Angeles,39.6,12.03443249,48.34,Inner LA
Alhambra,37.4,11.964271,29.79,Inner LA
Lancaster,49.8,7.370326308,146.06,Outer LA
Los Angeles,24.1,10.76509567,63.98,Inner LA
Los Angeles,26.1,12.33660886,53.58,Inner LA
West Puente Valley,24.7,12.10490826,62.46,Inner LA
Whittier,52.1,11.94985769,56.37,Inner LA
Torrance,27.9,12.01245967,35.45,Inner LA
Los Angeles,31.1,11.61811053,23.45,Inner LA
Inglewood,24.5,12.04526539,100.97,Inner LA
Los Angeles,24.3,10.94114862,63.74,Inner LA
West Covina,32.5,12.01014347,25.89,Inner LA
Los Angeles,86.1,12.00727367,17.21,Inner LA
Long Beach,26.5,11.64728179,59.25,Inner LA
Pomona,22.7,12.85876857,87.89,Inner LA
Pasadena,69.0,11.37715041,38.39,Inner LA
South Whittier,27.5,11.9373529,47.73,Inner LA
Los Angeles,17.4,11.77575945,37.87,Inner LA
Los Angeles,22.1,11.4990414,66.44,Inner LA
South Whittier,21.7,11.86416615,36.54,Inner LA
Los Angeles,9.8,11.29546441,74.78,Inner LA
Los Angeles,44.4,12.00004387,31.69,Inner LA
Los Angeles,29.4,12.03217459,38.86,Inner LA
Torrance,27.5,11.97526256,31.54,Inner LA
Palmdale,30.9,8.480696039,79.34,Outer LA
Gardena,36.5,12.06831914,87.73,Inner LA
Los Angeles,26.3,11.61984123,36.87,Inner LA
Los Angeles,58.9,12.28627082,53.21,Inner LA
Monterey Park,27.9,12.17805962,34.52,Inner LA
Santa Clarita,27.4,10.13942579,58.84,Outer LA
Culver City,30.0,11.64969136,41.08,Inner LA
Los Angeles,20.7,11.66912326,31.66,Inner LA
Los Angeles,22.0,12.06378259,36.41,Inner LA
West Carson,17.5,11.93215537,55.74,Inner LA
Palmdale,39.3,7.60981225,51.5,Outer LA
Los Angeles,44.0,11.51704216,41.76,Inner LA
San Gabriel,35.8,11.60331677,28.17,Inner LA
Los Angeles,28.0,12.14526757,65.4,Inner LA
Los Angeles,18.1,12.00322844,29.5,Inner LA
Covina,25.2,12.0285424,44.37,Inner LA
Covina,41.6,12.12221394,53.81,Inner LA
Los Angeles,50.0,12.09098712,39.18,Inner LA
San Gabriel,39.5,11.71669083,31.51,Inner LA
Los Angeles,20.7,10.96490305,59.24,Inner LA
West Puente Valley,33.1,12.0131878,33.48,Inner LA
Lancaster,55.1,7.143374122,154.47,Outer LA
Claremont,31.5,13.02878399,31.04,Inner LA
Los Angeles,26.4,11.53361756,42.26,Inner LA
Los Angeles,29.9,12.66717011,44.05,Inner LA
Hacienda Heights,27.8,12.10056244,46.16,Inner LA
Monrovia,28.6,11.95381392,42.43,Inner LA
Artesia,24.1,11.87789848,28.86,Inner LA
Los Angeles,22.6,11.627812,38.4,Inner LA
Los Angeles,31.0,11.92094307,25.93,Inner LA
Lakewood,23.5,11.83685846,48.36,Inner LA
Los Angeles,11.9,12.09359499,45.8,Inner LA
Covina,21.7,12.0394072,62.76,Inner LA
Los Angeles,17.6,12.45084001,51.56,Inner LA
Azusa,24.0,11.3276164,71.92,Inner LA
East Pasadena,18.0,11.54013275,24.87,Inner LA
Hawthorne,7.6,12.02450845,53.68,Inner LA
Palmdale,44.2,8.286463193,64.53,Outer LA
Los Angeles,27.5,11.53361756,62.98,Inner LA
Torrance,15.8,12.08683988,34.71,Inner LA
Gardena,24.0,12.03560833,61.97,Inner LA
Burbank,30.7,11.74756081,30.7,Inner LA
Los Angeles,30.1,11.54776039,41.76,Inner LA
Los Angeles,17.4,11.47080701,52.13,Inner LA
View Park-Windsor Hills,18.6,11.90810602,121.03,Inner LA
Lancaster,34.9,7.235243743,142.85,Outer LA
Los Angeles,34.2,11.4298025,46.58,Inner LA
Lakewood,16.1,11.93730018,138.46,Inner LA
Cerritos,18.3,11.91379251,38.96,Inner LA
South Whittier,37.6,11.92594018,43.87,Inner LA
Alhambra,18.3,11.99214768,35.99,Inner LA
Monterey Park,24.6,12.08534153,25.5,Inner LA
Burbank,15.1,11.51076389,32.95,Inner LA
La Verne,18.4,12.44397051,41.89,Inner LA
Torrance,15.3,12.04138066,32.43,Inner LA
Lakewood,22.8,11.7071006,29.29,Inner LA
Los Angeles,54.4,12.10099038,27.02,Inner LA
Glendora,25.0,12.06299327,40.68,Inner LA
Santa Clarita,23.0,10.04799129,58.78,Outer LA
Lancaster,58.6,6.576280043,154.47,Outer LA
Los Angeles,31.0,11.62234049,60.12,Inner LA
Long Beach,48.0,11.62534541,66.27,Inner LA
Azusa,27.6,11.91993499,45.21,Inner LA
Los Angeles,17.8,11.59809285,31.83,Inner LA
Los Angeles,7.8,11.94592608,43.46,Inner LA
Inglewood,18.8,12.02566379,81.62,Inner LA
Los Angeles,37.4,11.5711356,42.99,Inner LA
Los Angeles,26.3,11.50038668,51.3,Inner LA
West Covina,24.8,12.12639133,39.97,Inner LA
West Carson,20.1,11.93305662,49.6,Inner LA
Los Angeles,34.3,11.66569556,50.27,Inner LA
Los Angeles,15.6,11.1165408,33.36,Inner LA
South San Jose Hills,27.4,12.2089097,47.46,Inner LA
Los Angeles,29.0,11.32227028,40.68,Inner LA
Los Angeles,28.4,11.46432553,32.58,Inner LA
Norwalk,23.9,11.92696003,31.74,Inner LA
Palmdale,56.3,7.855947434,125.16,Outer LA
Citrus,39.3,11.84062011,59.89,Inner LA
Lancaster,38.3,7.510487603,150.27,Outer LA
Los Angeles,21.0,11.48698965,32.94,Inner LA
Los Angeles,17.4,12.92719681,56.96,Inner LA
Los Angeles,22.1,11.94831277,50.67,Inner LA
Cerritos,19.1,11.78434659,28.55,Inner LA
Lakewood,35.1,11.69434748,28.81,Inner LA
Los Angeles,34.4,12.29595775,56.18,Inner LA
Los Angeles,20.6,11.41925994,52.54,Inner LA
Glendale,27.8,11.60600632,27.65,Inner LA
Monrovia,23.3,11.89789047,35.24,Inner LA
Los Angeles,35.9,11.93986769,47.29,Inner LA
Los Angeles,25.7,12.20870236,49.0,Inner LA
Los Angeles,11.3,12.17613597,45.42,Inner LA
Pasadena,45.5,11.15848897,20.64,Inner LA
Inglewood,25.7,11.89394323,84.01,Inner LA
Monterey Park,25.0,12.07312152,32.73,Inner LA
Pasadena,42.1,11.13912936,29.35,Inner LA
Burbank,14.7,11.70635152,32.39,Inner LA
Los Angeles,23.7,11.7676418,27.24,Inner LA
Palmdale,48.1,7.239347731,92.21,Outer LA
Palmdale,40.9,8.172211265,125.16,Outer LA
Culver City,8.1,11.68123003,48.78,Inner LA
Bellflower,32.5,11.8090865,31.04,Inner LA
Azusa,44.9,11.76378914,56.11,Inner LA
Alhambra,37.4,11.82774897,30.09,Inner LA
Torrance,19.2,11.88148532,27.55,Inner LA
Mayflower Village,29.6,11.97531239,22.3,Inner LA
Los Angeles,33.3,11.78789933,25.99,Inner LA
Alhambra,32.6,11.71806688,31.42,Inner LA
Los Angeles,53.8,11.66867744,44.64,Inner LA
Santa Clarita,32.6,10.26891771,56.88,Outer LA
Palmdale,36.8,8.04000145,69.75,Outer LA
Palmdale,50.5,8.805468694,79.73,Outer LA
Santa Clarita,25.6,9.834015442,49.57,Outer LA
Long Beach,14.1,11.59019633,53.01,Inner LA
Azusa,26.9,11.6022037,71.92,Inner LA
Los Angeles,19.9,11.39127667,52.76,Inner LA
Palmdale,32.4,7.693213732,51.51,Outer LA
Los Angeles,25.5,11.95832752,44.3,Inner LA
Los Angeles,26.6,11.18869203,46.53,Inner LA
Los Angeles,35.8,11.68192709,47.69,Inner LA
Los Angeles,42.6,11.2582362,30.87,Inner LA
Monterey Park,32.4,12.135676,38.51,Inner LA
Los Angeles,34.6,11.55230672,47.69,Inner LA
Inglewood,18.0,12.02199197,93.35,Inner LA
Los Angeles,28.7,11.65656905,19.89,Inner LA
Los Angeles,26.0,11.74486853,29.52,Inner LA
Los Angeles,29.5,12.08514397,45.85,Inner LA
Glendale,23.5,11.77362275,30.96,Inner LA
Los Angeles,44.1,10.86166993,63.98,Inner LA
Los Angeles,17.0,11.9949196,43.46,Inner LA
Valinda,33.9,12.09913498,63.97,Inner LA
Los Angeles,20.4,11.40346339,52.54,Inner LA
Burbank,16.6,11.47660575,35.09,Inner LA
Los Angeles,28.2,11.98031852,49.26,Inner LA
Long Beach,27.3,11.7349837,51.48,Inner LA
Los Angeles,19.0,11.74226684,34.5,Inner LA
Unincorporated Los Angeles County area,42.4,7.977328026,62.35,Outer LA
Los Angeles,29.5,11.55914703,103.61,Inner LA
Los Angeles,15.0,11.56304345,38.86,Inner LA
Lake Los Angeles,51.9,7.410784666,110.17,Inner LA
Altadena,33.7,11.38721662,38.56,Inner LA
Los Angeles,17.5,11.76013155,35.21,Inner LA
Whittier,25.9,11.87620582,58.56,Inner LA
Los Angeles,13.0,11.92720438,43.46,Inner LA
Los Angeles,18.6,11.85554635,31.63,Inner LA
View Park-Windsor Hills,16.5,11.87615491,130.09,Inner LA
Lancaster,50.7,7.054248982,154.47,Outer LA
Palmdale,64.0,7.800967181,125.16,Outer LA
Unincorporated Los Angeles County area,22.9,10.91960855,63.98,Outer LA
Los Angeles,38.8,12.02897507,29.89,Inner LA
Whittier,25.9,11.96654299,52.37,Inner LA
Los Angeles,15.5,12.01491957,35.23,Inner LA
Los Angeles,31.7,11.89127311,40.28,Inner LA
Los Angeles,22.0,11.53704074,32.79,Inner LA
Los Angeles,16.8,11.20058307,52.54,Inner LA
South San Gabriel,34.3,12.00161681,35.23,Inner LA
Rowland Heights,20.0,12.23579771,24.82,Inner LA
West Hollywood,32.7,11.79372492,26.25,Inner LA
Los Angeles,29.0,11.0285217,59.2,Inner LA
Charter Oak,32.1,12.13753758,46.73,Inner LA
Los Angeles,19.1,11.67692826,60.47,Inner LA
Long Beach,15.7,11.84295139,55.73,Inner LA
Santa Clarita,25.4,10.31080399,42.06,Outer LA
Lomita,31.7,11.69864079,31.84,Inner LA
West Covina,27.7,12.07784169,45.41,Inner LA
Torrance,13.7,11.93383509,61.84,Inner LA
Covina,48.2,11.92861991,52.24,Inner LA
San Dimas,16.9,12.31930079,39.19,Inner LA
West Covina,37.3,12.02349439,54.71,Inner LA
Glendora,24.7,12.1740827,55.22,Inner LA
Los Angeles,20.2,11.70425543,46.48,Inner LA
Los Angeles,12.9,11.80268144,44.02,Inner LA
Palmdale,44.9,8.370674158,113.1,Outer LA
Los Angeles,14.9,11.77801801,38.44,Inner LA
West Covina,21.6,12.22935789,42.16,Inner LA
Long Beach,32.6,11.83702161,48.45,Inner LA
Los Angeles,22.5,11.77429518,22.23,Inner LA
Los Angeles,21.1,11.72684954,34.82,Inner LA
Los Angeles,34.8,11.68192709,35.47,Inner LA
Los Angeles,35.9,11.52942462,34.41,Inner LA
Monterey Park,50.7,12.00233411,36.6,Inner LA
Los Angeles,17.7,11.92720438,43.46,Inner LA
East San Gabriel,25.7,11.68274338,21.62,Inner LA
Pasadena,12.2,11.25188699,50.78,Inner LA
Los Angeles,11.4,11.31242478,58.57,Inner LA
Los Angeles,41.9,12.19449024,24.47,Inner LA
Los Angeles,25.2,13.05253739,40.11,Inner LA
Los Angeles,25.5,11.87764253,86.23,Inner LA
Covina,23.2,11.94555799,43.24,Inner LA
Whittier,16.8,11.93784847,46.84,Inner LA
Torrance,13.8,12.06983746,35.45,Inner LA
